phenocode	name	category	num_cases	num_controls	gc_lambda	num_gw_significant
CD2_INSITU_CERVIX_UTERI_EXALLC	Carcinoma in situ of cervix uteri (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	358	118959	0.98607	0
CD2_INSITU_CERVIX_UTERI_EXOCERVIX	"Carcinoma in situ of cervix uteri, exocervix"	II Neoplasms from hospital discharges (CD2_)	126	146935	0.77757	0
CD2_INSITU_CERVIX_UTERI_EXOCERVIX_EXALLC	"Carcinoma in situ of cervix uteri, exocervix (controls excluding all cancers)"	II Neoplasms from hospital discharges (CD2_)	126	118969	0.77757	0
CD2_INSITU_CERVIX_UTERI_NOS	"Carcinoma in situ of uteri, other/unspecified"	II Neoplasms from hospital discharges (CD2_)	124	146937	0.75434	0
CD2_INSITU_CERVIX_UTERI_NOS_EXALLC	"Carcinoma in situ of uteri, other/unspecified (controls excluding all cancers)"	II Neoplasms from hospital discharges (CD2_)	124	118970	0.75434	0
CD2_INSITU_EXALLC	In situ neoplasms (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	4198	208309	1.0283	2
CD2_INSITU_GENITAL	Carcinoma in situ of other and unspecified genital organs	II Neoplasms from hospital discharges (CD2_)	139	146922	0.76978	0
CD2_INSITU_GENITAL_EXALLC	Carcinoma in situ of other and unspecified genital organs (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	139	118944	0.77367	0
CD2_INSITU_MELANOMA	Melanoma in situ	II Neoplasms from hospital discharges (CD2_)	490	259915	1.0235	0
CD2_INSITU_MELANOMA_EXALLC	Melanoma in situ (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	490	208989	1.0235	0
CD2_INSITU_MELANOMA_FACE	Melanoma in situ of other and unspecified parts of face	II Neoplasms from hospital discharges (CD2_)	137	260268	0.78149	0
CD2_INSITU_MELANOMA_FACE_EXALLC	Melanoma in situ of other and unspecified parts of face (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	137	209096	0.77367	0
CD2_INSITU_MELANOMA_TRUNK	Melanoma in situ of trunk	II Neoplasms from hospital discharges (CD2_)	140	260265	0.7973	0
CD2_INSITU_MELANOMA_TRUNK_EXALLC	Melanoma in situ of trunk (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	140	209090	0.7973	0
CD2_INSITU_SKIN	Carcinoma in situ of skin	II Neoplasms from hospital discharges (CD2_)	1689	258716	1.0378	4
CD2_INSITU_SKIN_EAR	Carcinoma in situ of skin of ear and external auricular canal	II Neoplasms from hospital discharges (CD2_)	142	260263	0.7973	0
CD2_INSITU_SKIN_EAR_EXALLC	Carcinoma in situ of skin of ear and external auricular canal (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	142	209096	0.7973	0
CD2_INSITU_SKIN_EXALLC	Carcinoma in situ of skin (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	1689	208572	1.0331	5
CD2_INSITU_SKIN_FACE	Carcinoma in situ of skin of other and unspecified parts of face	II Neoplasms from hospital discharges (CD2_)	924	259481	1.0426	2
CD2_INSITU_SKIN_FACE_EXALLC	Carcinoma in situ of skin of other and unspecified parts of face (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	924	208849	1.0331	2
CD2_INSITU_SKIN_LOWERLIMB	"Carcinoma in situ of skin of lower limb, including hip"	II Neoplasms from hospital discharges (CD2_)	210	260195	0.88817	0
CD2_INSITU_SKIN_LOWERLIMB_EXALLC	"Carcinoma in situ of skin of lower limb, including hip (controls excluding all cancers)"	II Neoplasms from hospital discharges (CD2_)	210	209070	0.88817	0
CD2_INSITU_SKIN_NOS	"Carcinoma in situ of skin, other sites/unspecified"	II Neoplasms from hospital discharges (CD2_)	125	260280	0.76203	0
CD2_INSITU_SKIN_NOS_EXALLC	"Carcinoma in situ of skin, other sites/unspecified (controls excluding all cancers)"	II Neoplasms from hospital discharges (CD2_)	125	209098	0.76203	0
CD2_INSITU_SKIN_SCALPNECK	Carcinoma in situ of skin of scalp and neck	II Neoplasms from hospital discharges (CD2_)	193	260212	0.86271	0
CD2_INSITU_SKIN_SCALPNECK_EXALLC	Carcinoma in situ of skin of scalp and neck (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	193	209079	0.86692	0
CD2_INSITU_SKIN_TRUNK	Carcinoma in situ of skin of trunk	II Neoplasms from hospital discharges (CD2_)	283	260122	0.95413	0
CD2_INSITU_SKIN_TRUNK_EXALLC	Carcinoma in situ of skin of trunk (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	283	209063	0.94962	0
CD2_INSITU_SKIN_UPPERLIMB	"Carcinoma in situ of skin of upper limb, including shoulder"	II Neoplasms from hospital discharges (CD2_)	211	260194	0.87962	0
CD2_INSITU_SKIN_UPPERLIMB_EXALLC	"Carcinoma in situ of skin of upper limb, including shoulder (controls excluding all cancers)"	II Neoplasms from hospital discharges (CD2_)	211	209072	0.88817	0
CD2_LEUKAEMIA_NAS	Leukaemia of unspecified cell type	II Neoplasms from hospital discharges (CD2_)	120	260285	0.75818	0
CD2_LEUKAEMIA_NAS_EXALLC	Leukaemia of unspecified cell type (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	120	209134	0.75818	0
CD2_LYMPHOID_LEUKAEMIA	Lymphoid leukaemia	II Neoplasms from hospital discharges (CD2_)	808	259597	1.0523	1
CD2_LYMPHOID_LEUKAEMIA_EXALLC	Lymphoid leukaemia (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	808	209134	1.0523	2
CD2_MULTIPLE_MYELOMA_PLASMA_CELL	Multiple myeloma and malignant plasma cell neoplasms	II Neoplasms from hospital discharges (CD2_)	693	259712	1.0378	0
CD2_MULTIPLE_MYELOMA_PLASMA_CELL_EXALLC	Multiple myeloma and malignant plasma cell neoplasms (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	693	209134	1.0378	0
CD2_MYELOID_LEUKAEMIA	Myeloid leukaemia	II Neoplasms from hospital discharges (CD2_)	340	260065	0.97687	0
CD2_MYELOID_LEUKAEMIA_EXALLC	Myeloid leukaemia (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	340	209134	0.97687	0
CD2_NONFOLLICULAR_LYMPHOMA	Non-follicular lymphoma	II Neoplasms from hospital discharges (CD2_)	1503	258902	1.0331	1
CD2_NONFOLLICULAR_LYMPHOMA_EXALLC	Non-follicular lymphoma (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	1503	209134	1.0283	1
CD2_NONHODGKIN_NAS	Other and unspecified types of non-Hodgkin lymphoma	II Neoplasms from hospital discharges (CD2_)	643	259762	1.0331	1
CD2_NONHODGKIN_NAS_EXALLC	Other and unspecified types of non-Hodgkin lymphoma (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	643	209134	1.0331	0
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC	Primary_lymphoid and hematopoietic malignant neoplasms	II Neoplasms from hospital discharges (CD2_)	4195	256210	1.0283	3
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC	Primary_lymphoid and hematopoietic malignant neoplasms (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	4195	209134	1.0283	3
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_NAS	"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue"	II Neoplasms from hospital discharges (CD2_)	145	260260	0.80128	0
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_NAS_EXALLC	"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue (controls excluding all cancers)"	II Neoplasms from hospital discharges (CD2_)	145	209134	0.80128	0
CD2_TNK_LYMPHOMA	Mature T/NK-cell lymphomas	II Neoplasms from hospital discharges (CD2_)	177	260228	0.85434	1
CD2_TNK_LYMPHOMA_EXALLC	Mature T/NK-cell lymphomas (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	177	209134	0.85434	1
CD2_UVEAMELANOMA	Melanoma of uvea	II Neoplasms from hospital discharges (CD2_)	154	260251	0.81332	0
CD2_UVEAMELANOMA_EXALLC	Melanoma of uvea (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	154	209096	0.81332	0
CHARCOT	Charcot foot	Comorbidities of Diabetes	164	190836	0.82956	0
CHILDHOOD_ALLERGY	Childhood allergy (age < 16)	Asthma and related endpoints	3260	257145	1.0571	1
CHIRBIL_PRIM	"Biliary chirrosis, primary"	Gastrointestinal endpoints	346	207748	0.97687	1
CHIRHEP_NAS	"Chirrosis of liver, NAS"	Gastrointestinal endpoints	608	258025	1.0331	1
CHOLELITH_BROAD	"Cholelithiasis, broad definition with cholecystitis"	XI Diseases of the digestive system (K11_)	24106	231644	1.1525	41
CHONDRO_OTH	Other chondrocalcinosis	Rheuma endpoints	135	260193	0.78542	0
CHRONHEP_NAS	Chronic hepatitis NAS	Gastrointestinal endpoints	233	260172	0.90543	0
CHRONLARGE	Crohn's disease of large intestine	Gastrointestinal endpoints	1004	249705	1.0426	4
CHRONMYELOPRO	Chronic myeloproliferative disease	Other, not yet classified endpoints (same as #MISC)	137	259322	0.79332	1
CHRONNAS	Chron's disease NAS	Gastrointestinal endpoints	1237	249705	1.0669	10
CHRONOTH	Other Chron's disease	Gastrointestinal endpoints	1226	249705	1.0426	6
CHRONSMALL	Crohn's disease of small interstine	Gastrointestinal endpoints	1198	249705	1.0571	5
CIRRHOSIS_BROAD	"Cirrhosis, broad definition used in the article https://doi.org/10.1101/594523"	Gastrointestinal endpoints	2380	258025	1.0378	3
CML	"Chronic myeloid leukaemia [CML], BCR/ABL-positive"	Other, not yet classified endpoints (same as #MISC)	131	259322	0.78542	1
CMV_NOS	Other/unspecified cytomegaloviral diseases	I Certain infectious and parasitic diseases (AB1_)	245	260098	0.91415	0
CONGEN_HEART_ARTER	Congenital malformations of heart and great arteries	Cardiometabolic endpoints	2431	257974	1.0235	1
COPD_ASTHMA_INFECTIONS	COPD/asthma related infections	Comorbidities of COPD	71902	188503	1.1066	3
COPD_ASTHMA_PNEUMONIA_SEPSIS	COPD/asthma related pneumonia or pneumonia derived septichaemia	Comorbidities of COPD	34126	188503	1.0718	3
COPD_EARLY	Early onset COPD	COPD and related endpoints	4485	251260	1.0669	3
COPD_HOSPITAL	"COPD, hospital admissions"	COPD and related endpoints	8968	251437	1.0866	3
COPD_INSUFFICIENCY	COPD-related respiratory insufficiency	Comorbidities of COPD	1474	220458	1.0378	0
COPD_LATER	Later onset COPD	COPD and related endpoints	4660	251260	1.0475	2
COPD_MODE	COPD (mode)	Comorbidities of Asthma	7993	160018	1.0669	4
COPD_OPPORTUNIST_INFECTIONS	COPD related to chronic (opportunist) infections	COPD and related endpoints	310	220458	0.95864	0
COX_ARTHROSIS	Coxarthrosis [arthrosis of hip](FG)	Rheuma endpoints	13119	203797	1.1167	12
CPAP	Continuous positive airway pressure	Interstitial lung disease endpoints	4365	125689	1.0378	0
CREST	CR(E)ST syndrome	Rheuma endpoints	226	260179	0.89246	2
CROHN_ARTHR	Arthropathy in Crohn disease	Rheuma endpoints	157	258169	0.81332	1
C_DIFFICILE_ENTEROCOLITIS	Enterocolitis due to Clostridium difficile	I Certain infectious and parasitic diseases (AB1_)	1796	257064	1.0188	2
C_STROKE	STROKE	Comorbidities of Diabetes	22791	190836	1.0669	5
D3_ACQHAEMOLYTICANAEMIA	Acquired haemolytic anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	360	259906	0.99534	0
D3_ACQHAEMOLYTICANAEMIANAS	Other and unspecified acquired haemolytic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	153	259906	0.81736	0
D3_ACQPUREREDCLLAPLASIA	Acquired pure red cell aplasia [erythroblastopenia]	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	81	252271	0.66253	0
D3_ACUTEPOSTBLEEDANAEMIA	Acute posthaemorrhagic anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	571	252271	1.0283	0
D3_AGRANULOCYTOSIS	Agranulocytosis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1885	256630	1.0235	0
D3_AIHA_OTHER	Other autoimmune haemolytic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	159	259906	0.82548	0
D3_ALLERGPURPURA	Allergic purpura	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	555	257054	1.0235	0
D3_ANAEMIA	Anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	15237	65456	1.0235	9
D3_ANAEMIAINCHRONICDISEASE	Anaemia in chronic diseases classified elsewhere	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	239	252271	0.91853	0
D3_ANAEMIANAS	Other and unspecified anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	7373	252271	1.0188	6
D3_ANAEMIA_B12_DEF	Vitamin B12 deficiency anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2064	251019	1.0475	8
D3_ANAEMIA_FOLATEDEF	Folate deficiency anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	85	251019	0.66605	0
D3_ANAEMIA_IRONDEF	Iron deficiency anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	7486	251019	1.0331	6
D3_ANAEMIA_IRONDEF_BLOODLOSS	Iron deficiency anaemia secondary to blood loss (chronic)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2823	251019	1.0235	3
D3_ANAEMIA_IRONDEF_NAS	Other and unspecified iron deficiency	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	5381	251019	1.0331	6
D3_APLASTICANDOTHANAEMIA	Aplastic and other anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	8134	252271	1.0188	6
D3_BLOOD	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	23859	236546	1.0475	9
D3_BLOODNAS	Other and unspecified diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	324	256630	0.96773	0
D3_BLOODOTHER	Other diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	3775	256630	1.0094	1
D3_COAGDEF	Chronic Coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	362	260043	0.93177	19
D3_COAGDEFNAS	Other and unspecified coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	696	257054	1.0331	22
D3_COAGDEF_PURPUR_HAEMORRHAGIC	"Coagulation defects, purpura and other haemorrhagic conditions"	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	3351	257054	1.0283	14
D3_COAGOTHER	Other coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1097	257054	1.0475	29
D3_COMBIMMUDEF	Combined immunodeficiencies	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	208	256649	0.88389	1
D3_COMPLEMENTDEF	Defects in the complement system	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	92	256649	0.70929	0
D3_CVID	Common variable immunodeficiency	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	111	256649	0.73912	0
D3_DEF_IGG	Selective deficiency of immunoglobulin G [IgG] subclasses	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	114	256649	0.74671	0
D3_EOSINOPHILIA	Eosinophilia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	222	256630	0.89677	0
D3_FAMIERYTHROCYTOCIS	Familial erythrocytosis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	81	256630	0.66605	0
D3_HAEMOLYTICANAEMIA	Haemolytic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	499	259906	1.0378	2
D3_HAEMORRHAGCIRGUANTICO	Haemorrhagic disorder due to circulating anticoagulants	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	159	257054	0.82141	2
D3_HAEMORRHAGICNAS	Otherand unspecified haemorrhagic conditions	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	245	257054	0.92293	1
D3_HEREDHAEMOLYTICANAEMIAOTHER	Other hereditary haemolytic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	80	259906	0.68027	1
D3_HEREDOTHCLOFACTORS	Hereditary deficiency of other clotting factors	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	130	257054	0.70929	19
D3_IMMUDEF	Immunodeficiencies	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	847	259558	1.0426	0
D3_IMMUDEFANTIBODY	Immunodeficiency with predominantly antibody defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	443	256649	1.0141	2
D3_IMMUDEFANTIBODYNAS	Other and unspecified immunodeficiencies with predominantly antibody defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	203	256649	0.89677	1
D3_IMMUDEFOTHER	Other immunodeficiencies	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	162	256649	0.83365	0
D3_IMMUNEMECHANISM	Certain disorders involving the immune mechanism	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	3756	256649	1.0475	7
D3_IMMUNEMECHANISMNAS	"Other and unspecified disorders involving the immune mechanism, not elsewhere classified"	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	459	256649	1.0331	0
D3_IMMUNEMECHANISMOTHER	"Other disorders involving the immune mechanism, not elsewhere classified"	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	496	256649	1.0331	0
D3_ITP	Idiopathic thrombocytopenic purpura	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	494	257054	1.0283	0
D3_KELA_IMMUDEF	Kela reimbursement Agammaglobulinemia (D80-84)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	137	256649	0.78937	0
D3_NEFELOF	Nezelof syndrome	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	90	256649	0.66959	0
D3_NONHEREDHYPOGAMMA	Nonhereditary hypogammaglobulinemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	170	256649	0.83776	0
D3_NUTRIANAEMIA	Nutritional anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	9386	251019	1.0426	9
D3_NUTRIANAEMIAOTHER	Other nutritional anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	168	251019	0.84188	0
D3_OTHERANAEMIA	Other anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	7472	252271	1.0188	6
D3_OTHERAPLASTICANAEMIA	Other and unspecified aplastic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	178	252271	0.84602	1
D3_OTHERBLOOD	Oher diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	923	256630	1.0475	1
D3_OTHERWHITECELL	Other disorders of white blood cells	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	820	256630	1.0331	1
D3_OTHNONTHROMBOCYTOPENPURPURA	Other nonthrombocytopenic purpura	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	121	257054	0.74671	0
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC	Purpura and other haemorrhagic conditions	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2258	257054	1.0235	0
D3_SARCOIDOSIS	Sarcoidosis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2496	256649	1.062	7
D3_SCNDPOLYCYTHAEMIA	Secondary polycythaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	276	256630	0.92734	2
D3_SCNDTHROMBOCYTOPENIA	Secondary thrombocytopenia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	130	257054	0.78149	0
D3_SPLEENDISEASE	Diseases of spleen	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	207	256630	0.89246	0
D3_THROMBOCYTOPENIANAS	"Thrombocytopenia, unspecified"	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1060	257054	1.0378	1
D3_VONVILLEBRAND	Von Willebrand disease	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	189	257054	0.5221	3
D3_WHITEBLOODCELLNAS	Other and unspecified disorders of white blood cells	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	593	256630	1.0331	1
DEATH	Any death	Common endpoint	21694	238711	1.0475	0
DENTAL_TMD	TMD related pain	Dental endpoints	5938	254467	1.0283	0
DENTAL_TMD_FIBRO	TMD muscular pain lnked with fibromyalgia	Dental endpoints	3253	257152	1.0378	0
DERMATOPOLY_FG	Dermatopolymyositis (FG)	Rheuma endpoints	252	203797	0.92293	2
DIABETES_FG	"Diabetes, varying definitions"	Diabetes endpoints	46097	214308	1.2993	108
DIS_THYROID_OTH	Other disorders of thyroid	Comorbidities of Gastrointestinal endpoints	193	254135	0.87114	3
DM_AION	AION (anterior ischemic optic neuropathy)	Diabetes endpoints	299	259464	0.94962	0
DM_BCKGRND_RETINA	Background diabetic retinopathy	Diabetes endpoints	2510	242308	1.0235	7
DM_BCKGRND_RETINA_NONPROLIF	Severe non-proliferative background diabetic retinopathy	Diabetes endpoints	568	242308	1.0378	3
DM_HYPOGLYC	Diabetic hypoglycemia	Diabetes endpoints	4867	190836	1.0426	8
DM_KETOACIDOSIS	Diabetic ketoacidosis	Diabetes endpoints	5706	190836	0.98607	13
DM_MACULOPATHY	Diabetic maculopathy	Diabetes endpoints	2273	250963	1.0378	6
DM_MACULOPATHY_EXMORE	Diabetic maculopathy (more control exclusions)	Diabetes endpoints	2273	214301	1.0331	6
DM_NEOVASCULAR_GLAUCOMA	Neovascular glaucoma	Diabetes endpoints	673	242308	1.0331	1
DM_NEPHROPATHY	Diabetic nephropathy	Diabetes endpoints	3957	249735	1.0426	6
DM_NEPHROPATHY_EXMORE	Diabetic nephropathy (more control exclusions)	Diabetes endpoints	3957	213335	1.0426	7
DM_NEUROPATHY	Diabetic neuropathy	Diabetes endpoints	1769	190836	1.0378	2
DM_OPTHALMIC_COMORB	"Diabetes, opthalmic co-morbidities"	Diabetes endpoints	719	206364	1.0426	0
DM_OTHER_WIDE	"Other diabetes, wide definition"	Diabetes endpoints	40158	209176	1.2767	88
DM_PERIPHATHERO	Peripheral atherosclerosis	Comorbidities of Diabetes	8393	190836	1.062	10
DM_PERIPH_ANGIOPATHY	Peripheral angiopathy	Diabetes endpoints	232	190836	0.91415	0
DM_POLYNEURO	Diabetic polyneuropathy	Diabetes endpoints	453	258636	1.0141	0
DM_RETINA_NOS	Unspecified diabetic retinopathy	Diabetes endpoints	2263	242308	1.0283	7
DM_RETINA_PROLIF	Proliferative diabetic retinopathy	Diabetes endpoints	10860	242308	1.062	9
DM_RETINOPATHY	Diabetic retinopathy	Diabetes endpoints	18097	239347	1.062	12
DM_RETINOPATHY_EXMORE	Diabetic retinopathy (more control exclusions)	Diabetes endpoints	18097	206364	1.0817	13
DM_RET_ART_OCCLU_BRANCH	Retinal artery occlusion (branch)	Diabetes endpoints	133	214308	0.77367	0
DM_RET_ART_OCCLU_MAIN	Retinal artery occlusion (main artery)	Diabetes endpoints	98	214308	0.70562	0
DM_RET_VEIN_OCCLU	Retinal vein occlusion (central or branch)	Diabetes endpoints	478	214308	1.0188	1
DM_SEVERAL_COMPLICATIONS	"Diabetes, several complications"	Diabetes endpoints	8574	190836	1.062	10
DM_VITREOUS_BLEEDING	Vitreous bleeding (caused by prolif. dmrp when together with H36.03*)	Diabetes endpoints	1699	242308	1.0378	2
DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY	Drug-induced adrenocortical insufficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	203	260202	0.87114	1
DRUGADVERS_CATAR	Drug-induced cataract	VII Diseases of the eye and adnexa (H7_)	401	260004	1.0	0
DRUGADVERS_HEADA_NOT_ELSEW_CLASSIFIED	"Drug-induced headache, not elsewhere classified"	VI Diseases of the nervous system (G6_)	84	260321	0.68027	0
DRUGADVERS_NEUTROPENIA	Drug-induced neutropenia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1125	259280	1.0331	1
DRUGADVERS_OSTEOPO	Drug-induced osteoporosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	149	260256	0.80929	0
DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT	Drug-induced systemic lupus erythematosus	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	128	260277	0.7973	0
DRUGADVERS_TREMOR	Drug-induced tremor	VI Diseases of the nervous system (G6_)	103	260302	0.69468	0
DRY_AMD	Dry age-related macular degeneration (includes geographic atrophy)	VII Diseases of the eye and adnexa (H7_)	3069	244982	1.0426	12
E4_ACIDOSIS	Acidosis	IV Endocrine, nutritional and metabolic diseases (E4_)	251	231448	0.91415	0
E4_ACROMEG	Acromegaly and pituitary gigantism	IV Endocrine, nutritional and metabolic diseases (E4_)	130	250987	0.77757	0
E4_ADDISON	Adrenocortical insufficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	531	250987	1.0235	2
E4_ADREACT	Other adrenocortical overactivity	IV Endocrine, nutritional and metabolic diseases (E4_)	94	250987	0.70562	1
E4_ADRENAL	Other disorders of adrenal gland	IV Endocrine, nutritional and metabolic diseases (E4_)	690	250987	1.0378	1
E4_ADRENOGEN	Adrenoogenital disorders	IV Endocrine, nutritional and metabolic diseases (E4_)	81	250987	0.67314	1
E4_AMYLNAS	"Amyloidosis, other/unspecified"	IV Endocrine, nutritional and metabolic diseases (E4_)	232	231448	0.91853	13
E4_AMYLOIDOSIS	Amyloidosis	IV Endocrine, nutritional and metabolic diseases (E4_)	287	231448	0.91415	9
E4_CARCISDR	Carcinoid syndrome	IV Endocrine, nutritional and metabolic diseases (E4_)	184	250987	0.83365	0
E4_CA_MET	Disorders of calcium metabolism	IV Endocrine, nutritional and metabolic diseases (E4_)	865	231448	1.0475	0
E4_CONGEIOD	Congenital iodine-deficiency syndrome/hypothyroidism	IV Endocrine, nutritional and metabolic diseases (E4_)	518	221975	1.0331	3
E4_CUSHING	Cushing syndrome	IV Endocrine, nutritional and metabolic diseases (E4_)	197	250987	0.87114	0
E4_DELPUB	Delayed puberty	IV Endocrine, nutritional and metabolic diseases (E4_)	138	250987	0.78542	0
E4_DIABETES	Diabetes mellitus	IV Endocrine, nutritional and metabolic diseases (E4_)	45245	215160	1.2993	106
E4_DIABINSIPIDUS	Diabetes insipidus	IV Endocrine, nutritional and metabolic diseases (E4_)	170	250987	0.84602	0
E4_DISPUB	Disorders of puberty	IV Endocrine, nutritional and metabolic diseases (E4_)	258	250987	0.91853	0
E4_DM1	Type 1 diabetes	IV Endocrine, nutritional and metabolic diseases (E4_)	7609	215160	1.0188	23
E4_DM1COMA	Type 1 diabetes with coma	IV Endocrine, nutritional and metabolic diseases (E4_)	1578	215160	0.9907	7
