phenocode	name	category	num_cases	num_controls	gc_lambda	num_gw_significant
CD2_BENIGN_VAGINA	Benign neoplasm: Vulva	II Neoplasms from hospital discharges (CD2_)	297	123282	0.96864	0
CD2_BENIGN_VAGINA_EXALLC	Benign neoplasm: Vulva (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	297	102292	0.96909	0
CD2_BENIGN_VULVA	Benign neoplasm: Vagina	II Neoplasms from hospital discharges (CD2_)	192	123387	0.87114	0
CD2_BENIGN_VULVA_EXALLC	Benign neoplasm: Vagina (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	192	102374	0.87071	1
CD2_FOLLICULAR_LYMPHOMA	Follicular lymphoma	II Neoplasms from hospital discharges (CD2_)	522	218270	1.024	1
CD2_FOLLICULAR_LYMPHOMA_EXALLC	Follicular lymphoma (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	522	180756	1.0259	1
CD2_HODGKIN_LYMPHOMA	Hodgkin lymphoma	II Neoplasms from hospital discharges (CD2_)	369	218423	0.99534	0
CD2_HODGKIN_LYMPHOMA_EXALLC	Hodgkin lymphoma (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	369	180756	0.99441	0
CD2_IMMUNOPROLIFERATIVE	Malignant immunoproliferative diseases	II Neoplasms from hospital discharges (CD2_)	105	218687	0.72971	0
CD2_IMMUNOPROLIFERATIVE_EXALLC	Malignant immunoproliferative diseases (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	105	180756	0.67634	0
CD2_INSITU	In situ neoplasms	II Neoplasms from hospital discharges (CD2_)	3442	215350	1.0259	2
CD2_INSITU_BREAST	Carcinoma in situ of breast	II Neoplasms from hospital discharges (CD2_)	1131	122448	1.0402	0
CD2_INSITU_BREAST_EXALLC	Carcinoma in situ of breast (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	1131	102391	1.0378	2
CD2_INSITU_BREAST_INTRADUCTAL	"Carcinoma in situ of breast, intraductal"	II Neoplasms from hospital discharges (CD2_)	1022	122557	1.0426	1
CD2_INSITU_BREAST_INTRADUCTAL_EXALLC	"Carcinoma in situ of breast, intraductal" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	1022	102406	1.035	1
CD2_INSITU_BREAST_NOS	"Carcinoma in situ of breast, other/unspecified"	II Neoplasms from hospital discharges (CD2_)	160	123419	0.83079	0
CD2_INSITU_BREAST_NOS_EXALLC	"Carcinoma in situ of breast, other/unspecified" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	160	102499	0.83201	0
CD2_INSITU_CERVIX_UTERI	Carcinoma in situ of cervix uteri	II Neoplasms from hospital discharges (CD2_)	298	123281	0.95819	0
CD2_INSITU_CERVIX_UTERI_ENDOCERVIX	"Carcinoma in situ of cervix uteri, endocervix"	II Neoplasms from hospital discharges (CD2_)	129	123450	0.78463	1
CD2_INSITU_CERVIX_UTERI_ENDOCERVIX_EXALLC	"Carcinoma in situ of cervix uteri, endocervix" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	129	102500	0.78503	1
CD2_INSITU_CERVIX_UTERI_EXALLC	Carcinoma in situ of cervix uteri (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	298	102485	0.95774	0
CD2_INSITU_CERVIX_UTERI_EXOCERVIX	"Carcinoma in situ of cervix uteri, exocervix"	II Neoplasms from hospital discharges (CD2_)	107	123472	0.74861	0
CD2_INSITU_CERVIX_UTERI_EXOCERVIX_EXALLC	"Carcinoma in situ of cervix uteri, exocervix" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	107	102504	0.74899	0
CD2_INSITU_CERVIX_UTERI_NOS	"Carcinoma in situ of uteri, other/unspecified"	II Neoplasms from hospital discharges (CD2_)	109	123470	0.72634	0
CD2_INSITU_CERVIX_UTERI_NOS_EXALLC	"Carcinoma in situ of uteri, other/unspecified" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	109	102506	0.72634	0
CD2_INSITU_EXALLC	In situ neoplasms (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	3442	179880	1.0269	2
CD2_INSITU_GENITAL	Carcinoma in situ of other and unspecified genital organs	II Neoplasms from hospital discharges (CD2_)	115	123464	0.72597	0
CD2_INSITU_GENITAL_EXALLC	Carcinoma in situ of other and unspecified genital organs (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	115	102478	0.73196	0
CD2_INSITU_MELANOMA	Melanoma in situ	II Neoplasms from hospital discharges (CD2_)	393	218399	1.0037	0
CD2_INSITU_MELANOMA_EXALLC	Melanoma in situ (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	393	180622	1.0042	0
CD2_INSITU_MELANOMA_FACE	Melanoma in situ of other and unspecified parts of face	II Neoplasms from hospital discharges (CD2_)	118	218674	0.75205	0
CD2_INSITU_MELANOMA_FACE_EXALLC	Melanoma in situ of other and unspecified parts of face (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	118	180715	0.74976	0
CD2_INSITU_MELANOMA_TRUNK	Melanoma in situ of trunk	II Neoplasms from hospital discharges (CD2_)	103	218689	0.71298	0
CD2_INSITU_MELANOMA_TRUNK_EXALLC	Melanoma in situ of trunk (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	103	180719	0.72299	0
CD2_INSITU_SKIN	Carcinoma in situ of skin	II Neoplasms from hospital discharges (CD2_)	1379	217413	1.0422	4
CD2_INSITU_SKIN_EAR	Carcinoma in situ of skin of ear and external auricular canal	II Neoplasms from hospital discharges (CD2_)	122	218670	0.76358	0
CD2_INSITU_SKIN_EAR_EXALLC	Carcinoma in situ of skin of ear and external auricular canal (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	122	180724	0.76242	0
CD2_INSITU_SKIN_EXALLC	Carcinoma in situ of skin (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	1379	180245	1.0388	5
CD2_INSITU_SKIN_FACE	Carcinoma in situ of skin of other and unspecified parts of face	II Neoplasms from hospital discharges (CD2_)	749	218043	1.0499	2
CD2_INSITU_SKIN_FACE_EXALLC	Carcinoma in situ of skin of other and unspecified parts of face (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	749	180489	1.0465	2
CD2_INSITU_SKIN_LOWERLIMB	"Carcinoma in situ of skin of lower limb, including hip"	II Neoplasms from hospital discharges (CD2_)	167	218625	0.84147	0
CD2_INSITU_SKIN_LOWERLIMB_EXALLC	"Carcinoma in situ of skin of lower limb, including hip" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	167	180699	0.84271	0
CD2_INSITU_SKIN_NOS	"Carcinoma in situ of skin, other sites/unspecified"	II Neoplasms from hospital discharges (CD2_)	99	218693	0.7104	0
CD2_INSITU_SKIN_NOS_EXALLC	"Carcinoma in situ of skin, other sites/unspecified" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	99	180722	0.71076	0
CD2_INSITU_SKIN_SCALPNECK	Carcinoma in situ of skin of scalp and neck	II Neoplasms from hospital discharges (CD2_)	154	218638	0.81251	0
CD2_INSITU_SKIN_SCALPNECK_EXALLC	Carcinoma in situ of skin of scalp and neck (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	154	180703	0.81493	0
CD2_INSITU_SKIN_TRUNK	Carcinoma in situ of skin of trunk	II Neoplasms from hospital discharges (CD2_)	228	218564	0.90586	0
CD2_INSITU_SKIN_TRUNK_EXALLC	Carcinoma in situ of skin of trunk (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	228	180692	0.90717	0
CD2_INSITU_SKIN_UPPERLIMB	"Carcinoma in situ of skin of upper limb, including shoulder"	II Neoplasms from hospital discharges (CD2_)	165	218627	0.81534	1
CD2_INSITU_SKIN_UPPERLIMB_EXALLC	"Carcinoma in situ of skin of upper limb, including shoulder" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	165	180699	0.82182	1
CD2_LEUKAEMIA_NAS	Leukaemia of unspecified cell type	II Neoplasms from hospital discharges (CD2_)	93	218699	0.69904	0
CD2_LEUKAEMIA_NAS_EXALLC	Leukaemia of unspecified cell type (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	93	180756	0.69941	0
CD2_LYMPHOID_LEUKAEMIA	Lymphoid leukaemia	II Neoplasms from hospital discharges (CD2_)	663	218129	1.0398	0
CD2_LYMPHOID_LEUKAEMIA_EXALLC	Lymphoid leukaemia (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	663	180756	1.0383	2
CD2_MULTIPLE_MYELOMA_PLASMA_CELL	Multiple myeloma and malignant plasma cell neoplasms	II Neoplasms from hospital discharges (CD2_)	598	218194	1.0321	0
CD2_MULTIPLE_MYELOMA_PLASMA_CELL_EXALLC	Multiple myeloma and malignant plasma cell neoplasms (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	598	180756	1.0302	0
CD2_MYELOID_LEUKAEMIA	Myeloid leukaemia	II Neoplasms from hospital discharges (CD2_)	283	218509	0.95007	0
CD2_MYELOID_LEUKAEMIA_EXALLC	Myeloid leukaemia (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	283	180756	0.95007	0
CD2_NONFOLLICULAR_LYMPHOMA	Non-follicular lymphoma	II Neoplasms from hospital discharges (CD2_)	1283	217509	1.0335	1
CD2_NONFOLLICULAR_LYMPHOMA_EXALLC	Non-follicular lymphoma (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	1283	180756	1.0316	1
CD2_NONHODGKIN_NAS	Other and unspecified types of non-Hodgkin lymphoma	II Neoplasms from hospital discharges (CD2_)	533	218259	1.0259	1
CD2_NONHODGKIN_NAS_EXALLC	Other and unspecified types of non-Hodgkin lymphoma (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	533	180756	1.0259	0
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC	Primary_lymphoid and hematopoietic malignant neoplasms	II Neoplasms from hospital discharges (CD2_)	3537	215255	1.0292	4
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC	Primary_lymphoid and hematopoietic malignant neoplasms (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	3537	180756	1.0307	4
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_NAS	"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue"	II Neoplasms from hospital discharges (CD2_)	113	218679	0.73497	0
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_NAS_EXALLC	"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	113	180756	0.73874	0
CD2_TNK_LYMPHOMA	Mature T/NK-cell lymphomas	II Neoplasms from hospital discharges (CD2_)	150	218642	0.81574	0
CD2_TNK_LYMPHOMA_EXALLC	Mature T/NK-cell lymphomas (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)	150	180756	0.81655	0
CHARCOT	Charcot foot	Comorbidities of Diabetes	137	162201	0.78385	0
CHILDHOOD_ALLERGY	Childhood allergy (age < 16)	Asthma and related endpoints	2748	216044	1.0523	0
CHIRBIL_PRIM	"Biliary chirrosis, primary"	Gastrointestinal endpoints	271	176590	0.95774	1
CHIRHEP_NAS	"Chirrosis of liver, NAS"	Gastrointestinal endpoints	473	216861	1.0117	1
CHOLELITH_BROAD	"Cholelithiasis, broad definition with cholecystitis"	XI Diseases of the digestive system (K11_)	19883	195144	1.1167	35
CHONDRO_OTH	Other chondrocalcinosis	Rheuma endpoints	95	218637	0.71815	1
CHRONHEP_NAS	Chronic hepatitis NAS	Gastrointestinal endpoints	195	218597	0.86271	1
CHRONLARGE	Crohn's disease of large intestine	Gastrointestinal endpoints	807	210300	1.0402	3
CHRONMYELOPRO	Chronic myeloproliferative disease	Other, not yet classified endpoints (same as #MISC)	107	217902	0.73837	1
CHRONNAS	Chron's disease NAS	Gastrointestinal endpoints	1021	210300	1.0508	9
CHRONOTH	Other Chron's disease	Gastrointestinal endpoints	1000	210300	1.0446	5
CHRONSMALL	Crohn's disease of small interstine	Gastrointestinal endpoints	968	210300	1.0635	7
CIRRHOSIS_BROAD	"Cirrhosis, broad definition used in the article https://doi.org/10.1101/594523"	Gastrointestinal endpoints	1931	216861	1.0364	2
CML	"Chronic myeloid leukaemia [CML], BCR/ABL-positive"	Other, not yet classified endpoints (same as #MISC)	111	217902	0.74976	1
CMV_NOS	Other/unspecified cytomegaloviral diseases	I Certain infectious and parasitic diseases (AB1_)	204	218535	0.8758	0
CONGEN_HEART_ARTER	Congenital malformations of heart and great arteries	Cardiometabolic endpoints	1994	216798	1.0231	0
COPD_ASTHMA_INFECTIONS	COPD/asthma related infections	Comorbidities of COPD	58925	159867	1.0896	2
COPD_ASTHMA_PNEUMONIA_SEPSIS	COPD/asthma related pneumonia or pneumonia derived septichaemia	Comorbidities of COPD	27715	159867	1.0557	2
COPD_EARLY	Early onset COPD	COPD and related endpoints	3508	212197	1.0547	3
COPD_HOSPITAL	"COPD, hospital admissions"	COPD and related endpoints	6500	212292	1.0728	2
COPD_INSUFFICIENCY	COPD-related respiratory insufficiency	Comorbidities of COPD	1031	186723	1.0378	0
COPD_LATER	Later onset COPD	COPD and related endpoints	3087	212197	1.0475	2
COPD_MODE	COPD (mode)	Comorbidities of Asthma	5669	136767	1.0596	1
COPD_OPPORTUNIST_INFECTIONS	COPD related to chronic (opportunist) infections	COPD and related endpoints	234	186723	0.90369	0
COX_ARTHROSIS	Coxarthrosis [arthrosis of hip](FG)	Rheuma endpoints	10709	172834	1.0886	7
CPAP	Continuous positive airway pressure	Interstitial lung disease endpoints	3279	108701	1.046	0
CREST	CR(E)ST syndrome	Rheuma endpoints	171	218621	0.83079	1
CROHN_ARTHR	Arthropathy in Crohn disease	Rheuma endpoints	116	217013	0.74367	1
C_DIFFICILE_ENTEROCOLITIS	Enterocolitis due to Clostridium difficile	I Certain infectious and parasitic diseases (AB1_)	1441	216071	1.0297	0
C_STROKE	STROKE	Comorbidities of Diabetes	18661	162201	1.0596	4
D3_ACQHAEMOLYTICANAEMIA	Acquired haemolytic anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	282	218396	0.95684	0
D3_ACQHAEMOLYTICANAEMIANAS	Other and unspecified acquired haemolytic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	120	218396	0.75934	0
D3_ACUTEPOSTBLEEDANAEMIA	Acute posthaemorrhagic anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	471	212238	1.0094	0
D3_AGRANULOCYTOSIS	Agranulocytosis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1527	215755	1.0259	0
D3_AIHA_OTHER	Other autoimmune haemolytic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	127	218396	0.77562	0
D3_ALLERGPURPURA	Allergic purpura	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	470	216099	1.016	0
D3_ANAEMIA	Anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	12434	59827	1.0183	8
D3_ANAEMIAINCHRONICDISEASE	Anaemia in chronic diseases classified elsewhere	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	187	212238	0.86818	0
D3_ANAEMIANAS	Other and unspecified anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	5929	212238	1.015	4
D3_ANAEMIA_B12_DEF	Vitamin B12 deficiency anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1707	211115	1.0523	4
D3_ANAEMIA_IRONDEF	Iron deficiency anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	6087	211115	1.0302	6
D3_ANAEMIA_IRONDEF_BLOODLOSS	Iron deficiency anaemia secondary to blood loss (chronic)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2332	211115	1.0259	2
D3_ANAEMIA_IRONDEF_NAS	Other and unspecified iron deficiency	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4321	211115	1.0221	6
D3_APLASTICANDOTHANAEMIA	Aplastic and other anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	6554	212238	1.0202	5
D3_BLOOD	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	19444	199348	1.0422	6
D3_BLOODNAS	Other and unspecified diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	253	215755	0.92161	0
D3_BLOODOTHER	Other diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	3037	215755	1.0108	1
D3_COAGDEF	Chronic Coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	281	218511	0.8985	17
D3_COAGDEFNAS	Other and unspecified coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	551	216099	1.0288	19
D3_COAGDEF_PURPUR_HAEMORRHAGIC	"Coagulation defects, purpura and other haemorrhagic conditions"	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2693	216099	1.0235	17
D3_COAGOTHER	Other coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	864	216099	1.0523	25
D3_COMBIMMUDEF	Combined immunodeficiencies	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	171	215712	0.84147	1
D3_CVID	Common variable immunodeficiency	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	96	215712	0.69904	0
D3_DEF_IGG	Selective deficiency of immunoglobulin G [IgG] subclasses	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	99	215712	0.72336	0
D3_EOSINOPHILIA	Eosinophilia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	182	215755	0.85642	0
D3_HAEMOLYTICANAEMIA	Haemolytic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	396	218396	1.0103	3
D3_HAEMORRHAGCIRGUANTICO	Haemorrhagic disorder due to circulating anticoagulants	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	117	216099	0.74101	0
D3_HAEMORRHAGICNAS	Otherand unspecified haemorrhagic conditions	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	192	216099	0.87877	1
D3_HEREDOTHCLOFACTORS	Hereditary deficiency of other clotting factors	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	99	216099	0.69541	23
D3_IMMUDEF	Immunodeficiencies	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	703	218089	1.046	0
D3_IMMUDEFANTIBODY	Immunodeficiency with predominantly antibody defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	368	215712	0.99674	1
D3_IMMUDEFANTIBODYNAS	Other and unspecified immunodeficiencies with predominantly antibody defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	167	215712	0.85434	0
D3_IMMUDEFOTHER	Other immunodeficiencies	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	137	215712	0.79769	0
D3_IMMUNEMECHANISM	Certain disorders involving the immune mechanism	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	3080	215712	1.0441	6
D3_IMMUNEMECHANISMNAS	"Other and unspecified disorders involving the immune mechanism, not elsewhere classified"	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	374	215712	1.0042	0
D3_IMMUNEMECHANISMOTHER	"Other disorders involving the immune mechanism, not elsewhere classified"	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	399	215712	1.0112	0
D3_ITP	Idiopathic thrombocytopenic purpura	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	394	216099	1.0056	0
D3_KELA_IMMUDEF	Kela reimbursement Agammaglobulinemia (D80-84)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	113	215712	0.73761	0
D3_NONHEREDHYPOGAMMA	Nonhereditary hypogammaglobulinemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	142	215712	0.78937	1
D3_NUTRIANAEMIA	Nutritional anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	7677	211115	1.0307	7
D3_NUTRIANAEMIAOTHER	Other nutritional anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	145	211115	0.80128	0
D3_OTHERANAEMIA	Other anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	6005	212238	1.0169	5
D3_OTHERAPLASTICANAEMIA	Other and unspecified aplastic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	135	212238	0.78267	0
D3_OTHERBLOOD	Oher diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	739	215755	1.0479	1
D3_OTHERWHITECELL	Other disorders of white blood cells	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	651	215755	1.0359	0
D3_OTHNONTHROMBOCYTOPENPURPURA	Other nonthrombocytopenic purpura	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	86	216099	0.67848	0
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC	Purpura and other haemorrhagic conditions	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1829	216099	1.0254	0
D3_SARCOIDOSIS	Sarcoidosis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2046	215712	1.0513	7
D3_SCNDPOLYCYTHAEMIA	Secondary polycythaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	225	215755	0.8972	2
D3_SCNDTHROMBOCYTOPENIA	Secondary thrombocytopenia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	94	216099	0.70452	0
D3_SPLEENDISEASE	Diseases of spleen	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	164	215755	0.83982	0
D3_THROMBOCYTOPENIANAS	"Thrombocytopenia, unspecified"	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	854	216099	1.035	0
D3_VONVILLEBRAND	Von Willebrand disease	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	149	216099	0.83201	3
D3_WHITEBLOODCELLNAS	Other and unspecified disorders of white blood cells	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	467	215755	1.0136	0
DEATH	Any death	Common endpoint	15152	203640	1.0374	0
DENTAL_TMD	TMD related pain	Dental endpoints	4728	214064	1.024	0
DENTAL_TMD_FIBRO	TMD muscular pain lnked with fibromyalgia	Dental endpoints	2530	216262	1.0369	0
DERMATOPOLY_FG	Dermatopolymyositis (FG)	Rheuma endpoints	201	172834	0.8792	2
DIABETES_FG	"Diabetes, varying definitions"	Diabetes endpoints	36219	182573	1.2236	66
DIS_THYROID_OTH	Other disorders of thyroid	Comorbidities of Gastrointestinal endpoints	169	213693	0.83982	6
DM_AION	AION (anterior ischemic optic neuropathy)	Diabetes endpoints	244	218051	0.91284	0
DM_BCKGRND_RETINA	Background diabetic retinopathy	Diabetes endpoints	2026	204208	1.0231	4
DM_BCKGRND_RETINA_NONPROLIF	Severe non-proliferative background diabetic retinopathy	Diabetes endpoints	455	204208	1.0051	2
DM_COMORB_EXMORE	Diabetes-related co-morbidities/complications (more controls excluded)	IV Endocrine, nutritional and metabolic diseases (E4_)	56591	147163	1.1046	10
DM_HYPOGLYC	Diabetic hypoglycemia	Diabetes endpoints	3724	162201	1.0288	4
DM_KETOACIDOSIS	Diabetic ketoacidosis	Diabetes endpoints	4510	162201	0.99488	8
DM_MACULOPATHY	Diabetic maculopathy	Diabetes endpoints	1811	211566	1.0513	6
DM_MACULOPATHY_EXMORE	Diabetic maculopathy (more controls excluded)	Diabetes endpoints	1811	182568	1.0494	6
DM_NEOVASCULAR_GLAUCOMA	Neovascular glaucoma	Diabetes endpoints	541	204208	1.024	1
DM_NEPHROPATHY	Diabetic nephropathy	Diabetes endpoints	3283	210463	1.0431	3
DM_NEPHROPATHY_EXMORE	Diabetic nephropathy (more controls excluded)	Diabetes endpoints	3283	181704	1.0465	3
DM_NEUROPATHY	Diabetic neuropathy	Diabetes endpoints	1415	162201	1.0441	2
DM_OPTHALMIC_COMORB	"Diabetes, opthalmic co-morbidities"	Diabetes endpoints	562	176010	1.0359	0
DM_OTHER_WIDE	"Other diabetes, wide definition"	Diabetes endpoints	31626	178413	1.2128	60
DM_PERIPHATHERO	Peripheral atherosclerosis	Comorbidities of Diabetes	6631	162201	1.0571	8
DM_PERIPH_ANGIOPATHY	Peripheral angiopathy	Diabetes endpoints	193	162201	0.87877	0
DM_POLYNEURO	Diabetic polyneuropathy	Diabetes endpoints	358	217377	0.99116	0
DM_RETINA_NOS	Unspecified diabetic retinopathy	Diabetes endpoints	1817	204208	1.0331	7
DM_RETINA_PROLIF	Proliferative diabetic retinopathy	Diabetes endpoints	8681	204208	1.0426	10
DM_RETINOPATHY	Diabetic retinopathy	Diabetes endpoints	14584	202082	1.0455	11
DM_RETINOPATHY_EXMORE	Diabetic retinopathy (more controls excluded)	Diabetes endpoints	14584	176010	1.0581	11
DM_RET_ART_OCCLU_BRANCH	Retinal artery occlusion (branch)	Diabetes endpoints	98	182573	0.71261	1
DM_RET_VEIN_OCCLU	Retinal vein occlusion (central or branch)	Diabetes endpoints	372	182573	0.98839	0
DM_SEVERAL_COMPLICATIONS	"Diabetes, several complications"	Diabetes endpoints	6521	162201	1.0465	7
DM_VITREOUS_BLEEDING	Vitreous bleeding (caused by prolif. dmrp when together with H36.03*)	Diabetes endpoints	1341	204208	1.0398	1
DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY	Drug-induced adrenocortical insufficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	138	218654	0.78582	0
DRUGADVERS_CATAR	Drug-induced cataract	VII Diseases of the eye and adnexa (H7_)	330	218462	0.97825	0
DRUGADVERS_NEUTROPENIA	Drug-induced neutropenia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	897	217895	1.0383	0
DRUGADVERS_OSTEOPO	Drug-induced osteoporosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	124	218668	0.76088	0
DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT	Drug-induced systemic lupus erythematosus	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	101	218691	0.7395	0
DRUGADVERS_TREMOR	Drug-induced tremor	VI Diseases of the nervous system (G6_)	87	218705	0.65972	0
DRY_AMD	Dry age-related macular degeneration (includes geographic atrophy)	VII Diseases of the eye and adnexa (H7_)	2469	206221	1.0407	8
E4_ACIDOSIS	Acidosis	IV Endocrine, nutritional and metabolic diseases (E4_)	210	197259	0.87156	0
E4_ACROMEG	Acromegaly and pituitary gigantism	IV Endocrine, nutritional and metabolic diseases (E4_)	114	211123	0.75665	1
E4_ADDISON	Adrenocortical insufficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	403	211123	1.0028	1
E4_ADRENAL	Other disorders of adrenal gland	IV Endocrine, nutritional and metabolic diseases (E4_)	528	211123	1.0226	0
E4_AMYLNAS	"Amyloidosis, other/unspecified"	IV Endocrine, nutritional and metabolic diseases (E4_)	180	197259	0.81412	8
